Benchmark Problem,Paradigm,Description,Precision,Hardware,Problem Size,Iterations,Wall Clock Time,CPU Time,Kernel Time,Neighbor Search Time,Position Update Time,Velocity Update Time,Force Update Time,Time Unit
MatrixMultiplication,Vulkan,,32,NVIDIA GH200,64.0,181.0,4526343.039694906,3913928.662983426,916409.5635359116,,,,,ns
MatrixMultiplication,Vulkan,,32,NVIDIA GH200,128.0,190.0,4452960.021597775,3887513.6,911934.5842105263,,,,,ns
MatrixMultiplication,Vulkan,,32,NVIDIA GH200,256.0,179.0,4655851.402408417,4016941.4078212297,964207.4022346368,,,,,ns
MatrixMultiplication,Vulkan,,32,NVIDIA GH200,512.0,155.0,5868752.943652292,4620706.890322581,1494498.2903225806,,,,,ns
MatrixMultiplication,Vulkan,,32,NVIDIA GH200,1024.0,109.0,7197565.386293951,5991927.4862385355,1370017.8256880734,,,,,ns
MatrixMultiplication,Vulkan,,32,NVIDIA GH200,2048.0,53.0,17688764.883029573,12293984.000000007,4777161.698113208,,,,,ns
MatrixMultiplication,Vulkan,,32,NVIDIA GH200,4096.0,16.0,83901978.50530967,40423957.999999985,39038818.875,,,,,ns
MatrixMultiplication,Vulkan,,32,NVIDIA GH200,8192.0,5.0,545221689.3434525,152229184.00000012,372284556.4,,,,,ns
MatrixMultiplication,Vulkan,,32,NVIDIA GH200,16384.0,1.0,3289957077.242434,594619840.0,2603182814.0,,,,,ns
NBody,OpenACC,,32,NVIDIA GH200,10.0,23.0,29768306.34693413,29767817.739130434,,0.0,13698454.56521739,7123356.0869565215,8805307.47826087,ns
NBody,OpenACC,,32,NVIDIA GH200,100.0,16.0,43251129.12556506,43249981.99999999,,0.0,13871169.3125,7661265.875,21573628.8125,ns
NBody,OpenACC,,32,NVIDIA GH200,1000.0,3.0,211643149.66881648,211641237.33333334,,0.0,14116963.333333334,8026184.666666667,189334836.66666666,ns
NBody,OpenACC,,32,NVIDIA GH200,10000.0,1.0,1941876502.0091085,1941763296.0,,0.0,14792782.0,8604540.0,1918083433.0,ns
NBody,OpenACC,,32,NVIDIA GH200,100000.0,1.0,42075015163.98042,42073398464.0,,0.0,19463979.0,10454378.0,42038473442.0,ns
NBody,AdaptiveCpp,,32,NVIDIA GH200,10.0,11.0,71212546.18025638,65436415.99999999,,0.0,6903467.636363637,6374830.545454546,7489643.7272727275,ns
NBody,AdaptiveCpp,,32,NVIDIA GH200,100.0,9.0,85753806.43984924,79865301.33333334,,0.0,7023601.777777778,6284583.111111111,21510371.555555556,ns
NBody,AdaptiveCpp,,32,NVIDIA GH200,1000.0,3.0,252881460.00821146,226136096.0,,0.0,12361258.666666666,11704256.0,171850378.66666666,ns
NBody,AdaptiveCpp,,32,NVIDIA GH200,10000.0,1.0,1744545486.9884996,1662194495.9999998,,0.0,26365024.0,25515360.0,1620776000.0,ns
NBody,AdaptiveCpp,,32,NVIDIA GH200,100000.0,1.0,17171608958.975412,17075805504.000002,,0.0,23336096.0,25034400.0,17019512226.0,ns
