Benchmark Problem,Paradigm,Precision,Hardware,Executable,Kernel ID,Kernel,Kernel Signature,Grid Size,Block Size,Duration,Memory Level,FLOP,Memory Traffic,Arithmetic Intensity,Performance,Peak Performance,Peak Bandwidth,dram__bytes.sum,dram__bytes.sum.peak_sustained,dram__cycles_elapsed.avg.per_second,gpu__dram_throughput.avg.pct_of_peak_sustained_elapsed,gpu__time_duration.sum,l1tex__cycles_elapsed.avg.per_second,l1tex__t_bytes.sum,l1tex__t_bytes.sum.peak_sustained,launch__block_size,launch__grid_size,launch__waves_per_multiprocessor,lts__cycles_elapsed.avg.per_second,lts__t_bytes.sum,lts__t_bytes.sum.peak_sustained,sm__cycles_elapsed.avg,sm__cycles_elapsed.avg.per_second,sm__inst_executed_pipe_tensor.sum,sm__sass_thread_inst_executed_op_dadd_pred_on.sum,sm__sass_thread_inst_executed_op_dfma_pred_on.sum,sm__sass_thread_inst_executed_op_dfma_pred_on.sum.peak_sustained,sm__sass_thread_inst_executed_op_dmul_pred_on.sum,sm__sass_thread_inst_executed_op_fadd_pred_on.sum,sm__sass_thread_inst_executed_op_ffma_pred_on.sum,sm__sass_thread_inst_executed_op_ffma_pred_on.sum.peak_sustained,sm__sass_thread_inst_executed_op_fmul_pred_on.sum,sm__sass_thread_inst_executed_op_hadd_pred_on.sum,sm__sass_thread_inst_executed_op_hfma_pred_on.sum,sm__sass_thread_inst_executed_op_hfma_pred_on.sum.peak_sustained,sm__sass_thread_inst_executed_op_hmul_pred_on.sum,sm__throughput.avg.pct_of_peak_sustained_elapsed,FLOP FP32,FLOP FP64,FLOP FP16
Polyhedral,Kokkos,FP32,NVIDIA RTX5080,polyhedral_kokkos,5,Kokkos::cuda_parallel_launch_local_memory,"void Kokkos::cuda_parallel_launch_local_memory<Kokkos::ParallelFor<Kokkos::ViewValueFunctor<Kokkos::Device<Kokkos::Cuda, Kokkos::CudaSpace>, Array3Base<Array3Base<float>>>, Kokkos::RangePolicy<Kokkos::Cuda, Kokkos::IndexType<long>, Kokkos::ViewValueFunctor<Kokkos::Device<Kokkos::Cuda, Kokkos::CudaSpace>, Array3Base<Array3Base<float>>>::ConstructTag>, Kokkos::Cuda>>(T1)","(116, 1, 1)","(1, 128, 1)",3.552e-06,DRAM,0.0,3072.0,0.0,0.0,56826810810900.48,954810810810.88,3072.0,64.0,14918918918.92,0.09,3552.0,2642615830.12,4246272.0,43008.0,128.0,116.0,0.12,2362894144.14,4215456.0,2048.0,9386.57,2642615830.12,0.0,0.0,0.0,168.0,0.0,0.0,0.0,10752.0,0.0,0.0,14848.0,5376.0,0.0,1.17,0.0,0.0,29696.0
Polyhedral,Kokkos,FP32,NVIDIA RTX5080,polyhedral_kokkos,6,Kokkos::cuda_parallel_launch_local_memory,"void Kokkos::cuda_parallel_launch_local_memory<Kokkos::ParallelFor<Kokkos::ViewValueFunctor<Kokkos::Device<Kokkos::Cuda, Kokkos::CudaSpace>, Array3Base<Array3Base<float>>>, Kokkos::RangePolicy<Kokkos::Cuda, Kokkos::IndexType<long>, Kokkos::ViewValueFunctor<Kokkos::Device<Kokkos::Cuda, Kokkos::CudaSpace>, Array3Base<Array3Base<float>>>::ConstructTag>, Kokkos::Cuda>>(T1)","(116, 1, 1)","(1, 128, 1)",3.52e-06,DRAM,0.0,8960.0,0.0,0.0,57010036363714.555,949527272727.04,8960.0,64.0,14836363636.36,0.27,3520.0,2651136363.64,4246272.0,43008.0,128.0,116.0,0.12,2369886363.64,4225824.0,2048.0,9332.0,2651136363.64,0.0,0.0,0.0,168.0,0.0,0.0,0.0,10752.0,0.0,0.0,14848.0,5376.0,0.0,1.18,0.0,0.0,29696.0
Polyhedral,Kokkos,FP32,NVIDIA RTX5080,polyhedral_kokkos,7,Kokkos::cuda_parallel_launch_local_memory,"void Kokkos::cuda_parallel_launch_local_memory<Kokkos::ParallelFor<GravityEvaluable::init()::[lambda(int) (instance 1)], Kokkos::RangePolicy<Kokkos::Cuda>, Kokkos::Cuda>>(T1)","(116, 1, 1)","(1, 128, 1)",4.128e-06,DRAM,3081496.0,485120.0,6.352028364116095,746486434108.5271,57265116279060.48,952558139534.72,485120.0,64.0,14883720930.23,12.34,4128.0,2662998338.87,16300256.0,43008.0,128.0,116.0,0.14,2374031007.75,3242560.0,2048.0,10992.86,2662998338.87,0.0,0.0,0.0,168.0,0.0,132696.0,1297472.0,10752.0,353856.0,0.0,14744.0,5376.0,0.0,4.29,3081496.0,0.0,29488.0
Polyhedral,Kokkos,FP32,NVIDIA RTX5080,polyhedral_kokkos,8,Kokkos::cuda_parallel_launch_local_memory,"void Kokkos::cuda_parallel_launch_local_memory<Kokkos::ParallelFor<Kokkos::ViewValueFunctor<Kokkos::Device<Kokkos::Cuda, Kokkos::CudaSpace>, Array3Base<float>>, Kokkos::RangePolicy<Kokkos::Cuda, Kokkos::IndexType<long>, Kokkos::ViewValueFunctor<Kokkos::Device<Kokkos::Cuda, Kokkos::CudaSpace>, Array3Base<float>>::ConstructTag>, Kokkos::Cuda>>(T1)","(1, 1, 1)","(1, 128, 1)",1.728e-06,DRAM,0.0,5888.0,0.0,0.0,55676444444436.48,943407407407.36,5888.0,64.0,14740740740.74,0.36,1728.0,2589120370.37,96.0,43008.0,128.0,1.0,0.0,2313657407.41,74304.0,2048.0,4474.0,2589120370.37,0.0,0.0,0.0,168.0,0.0,0.0,0.0,10752.0,0.0,0.0,128.0,5376.0,0.0,0.01,0.0,0.0,256.0
Polyhedral,Kokkos,FP32,NVIDIA RTX5080,polyhedral_kokkos,9,Kokkos::cuda_parallel_launch_local_memory,"void Kokkos::cuda_parallel_launch_local_memory<Kokkos::ParallelFor<Kokkos::ViewFill<Kokkos::View<Array3Base<float> *, Kokkos::LayoutRight, Kokkos::Device<Kokkos::Cuda, Kokkos::CudaSpace>, Kokkos::MemoryTraits<0>>, Kokkos::LayoutRight, Kokkos::Cuda, 1, int>, Kokkos::RangePolicy<Kokkos::Cuda, Kokkos::IndexType<int>, Experimental::StaticBatchSize<16>>, Kokkos::Cuda>>(T1)","(1, 1, 1)","(1, 128, 1)",1.4080000000000001e-06,DRAM,0.0,37376.0,0.0,0.0,55889454545541.125,930909090908.8,37376.0,64.0,14545454545.45,2.85,1408.0,2599025974.03,96.0,43008.0,128.0,1.0,0.0,2326704545.45,100032.0,2048.0,3659.43,2599025974.03,0.0,0.0,0.0,168.0,0.0,0.0,0.0,10752.0,0.0,0.0,1.0,5376.0,0.0,0.01,0.0,0.0,2.0
Polyhedral,Kokkos,FP32,NVIDIA RTX5080,polyhedral_kokkos,10,Kokkos::cuda_parallel_launch_local_memory,"void Kokkos::cuda_parallel_launch_local_memory<Kokkos::ParallelReduce<Kokkos::CombinedFunctorReducer<GravityEvaluable::evaluate(const Array3Base<float> &)::[lambda(int, GravityModelResult &) (instance 1)], Kokkos::FunctorAnalysis<FunctorPatternInterface::REDUCE, Kokkos::RangePolicy<Kokkos::Cuda>, GravityEvaluable::evaluate(const Array3Base<float> &)::[lambda(int, GravityModelResult &) (instance 1)], GravityModelResult>::Reducer, void>, Kokkos::RangePolicy<Kokkos::Cuda>, Kokkos::Cuda>>(T1)","(58, 1, 1)","(1, 256, 1)",1.0976000000000001e-05,DRAM,17276418.0,1790720.0,9.647749508577556,1574017674927.1135,57201725947484.16,955335276967.68,1790720.0,64.0,14927113702.62,17.08,10976.0,2660050499.79,12175104.0,43008.0,256.0,58.0,0.35,2377459912.54,2369440.0,2048.0,29196.71,2660050499.79,0.0,0.0,0.0,168.0,0.0,2443954.0,6015552.0,10752.0,2801360.0,0.0,285778.0,5376.0,0.0,13.89,17276418.0,0.0,571556.0
Polyhedral,OpenMP,FP32,NVIDIA RTX5080,polyhedral_omp,0,__omp_offloading_813_a6af3d__ZN16GravityEvaluable4initEv_l431,__omp_offloading_813_a6af3d__ZN16GravityEvaluable4initEv_l431,"(461, 1, 1)","(32, 1, 1)",6.528e-06,DRAM,2727640.0,467456.0,5.835073247535597,417837009803.9216,56972705882265.6,953725490195.84,467456.0,64.0,14901960784.31,7.51,6528.0,2649400385.15,12127744.0,43008.0,32.0,461.0,0.23,2371629901.96,1918016.0,2048.0,17295.29,2649400385.15,0.0,0.0,0.0,168.0,0.0,132696.0,1179520.0,10752.0,235904.0,0.0,0.0,5376.0,0.0,2.54,2727640.0,0.0,0.0
Polyhedral,OpenMP,FP32,NVIDIA RTX5080,polyhedral_omp,1,__omp_offloading_813_a6af3d__ZN16GravityEvaluable8evaluateERK10Array3BaseIfE_l54,__omp_offloading_813_a6af3d__ZN16GravityEvaluable8evaluateERK10Array3BaseIfE_l54,"(461, 1, 1)","(32, 1, 1)",2.2112e-05,DRAM,14599448.0,1761024.0,8.290317451664485,660250000000.0,57302691751065.6,958054992764.16,1761024.0,64.0,14969609261.94,8.31,22112.0,2664745710.15,24908832.0,43008.0,32.0,461.0,0.23,2381060057.89,6775040.0,2048.0,58922.86,2664745710.15,0.0,0.0,0.0,168.0,0.0,1795470.0,5082401.0,10752.0,2639176.0,0.0,147440.0,5376.0,0.0,4.62,14599448.0,0.0,294880.0
Polyhedral,OpenMP,FP32,NVIDIA RTX5080,polyhedral_omp,2,__omp_offloading_813_a6af3d__ZN16GravityEvaluable8evaluateERK10Array3BaseIfE_l413,__omp_offloading_813_a6af3d__ZN16GravityEvaluable8evaluateERK10Array3BaseIfE_l413,"(1, 1, 1)","(128, 1, 1)",5.7248000000000005e-05,DRAM,153880.0,739584.0,0.20806291104188301,2687954164.3376184,57379398546677.76,958891000558.72,739584.0,64.0,14982671883.73,1.35,57248.0,2668312804.44,4718848.0,43008.0,128.0,1.0,0.0,2385131358.3,1034720.0,2048.0,152755.57,2668312804.44,0.0,0.0,0.0,168.0,0.0,153880.0,0.0,10752.0,0.0,0.0,256.0,5376.0,0.0,0.08,153880.0,0.0,512.0
Polyhedral,RAJA,FP32,NVIDIA RTX5080,polyhedral_raja,0,forallp_cuda_kernel,"void forallp_cuda_kernel<cuda_exec_explicit<Direct, IndexGlobal<0, 256, 0>, MaxOccupancyConcretizer, 1, 0>, 1, numeric_iterator<unsigned long, long, unsigned long *>, init()::[lambda(unsigned long) (instance 1)], long, ForallParamPack<>, Direct, IndexGlobal<0, 256, 0>, 256>(T4, T3, T5, T6)","(58, 1, 1)","(256, 1, 1)",4.256e-06,DRAM,3081496.0,464128.0,6.639323634859349,724035714285.7142,57033383458652.16,950857142856.96,464128.0,64.0,14857142857.14,11.47,4256.0,2652222073.04,16300256.0,43008.0,256.0,58.0,0.12,2369595864.66,3604992.0,2048.0,11287.86,2652222073.04,0.0,0.0,0.0,168.0,0.0,132696.0,1297472.0,10752.0,353856.0,0.0,14848.0,5376.0,0.0,4.18,3081496.0,0.0,29696.0
Polyhedral,RAJA,FP32,NVIDIA RTX5080,polyhedral_raja,1,forallp_cuda_kernel,"void forallp_cuda_kernel<cuda_exec_explicit<Direct, IndexGlobal<0, 256, 0>, MaxOccupancyConcretizer, 1, 0>, 1, numeric_iterator<unsigned long, long, unsigned long *>, evaluate(const Array3Base<float> &)::[lambda(unsigned long) (instance 1)], long, ForallParamPack<>, Direct, IndexGlobal<0, 256, 0>, 256>(T4, T3, T5, T6)","(58, 1, 1)","(256, 1, 1)",2.0576e-05,DRAM,17227466.0,1751296.0,9.836981298421284,837260206065.3187,57293337480529.92,957113530326.4,1751296.0,64.0,14954898911.35,8.89,20576.0,2664310708.73,12094208.0,43008.0,256.0,58.0,0.35,2382630248.83,2397280.0,2048.0,54820.86,2664310708.73,0.0,0.0,0.0,168.0,0.0,2395002.0,6015552.0,10752.0,2801360.0,0.0,236008.0,5376.0,0.0,7.37,17227466.0,0.0,472016.0
Polyhedral,Slang-Cuda,FP32,NVIDIA RTX5080,polyhedral_slang_cuda,0,run_eval,run_eval,"(58, 1, 1)","(256, 1, 1)",8.512e-06,DRAM,19856870.0,343296.0,57.84183328672632,2332808975563.9097,56920781954856.95,954706766917.12,343296.0,64.0,14917293233.08,4.22,8512.0,2646985767.99,34547168.0,43008.0,256.0,58.0,0.23,2373120300.75,6689056.0,2048.0,22531.14,2646985767.99,0.0,0.0,0.0,168.0,0.0,1662774.0,7652136.0,10752.0,2889824.0,0.0,221160.0,5376.0,0.0,10.43,19856870.0,0.0,442320.0
Polyhedral,Slang-Cuda,FP32,NVIDIA RTX5080,polyhedral_slang_cuda,1,cub::DeviceReduceKernel,"void cub::DeviceReduceKernel<cub::policy_selector_from_types<Result, unsigned int, cuda::plus<Result>>, thrust::device_ptr<Result>, unsigned int, cuda::plus<Result>, Result, cuda::identity>(T2, T5 *, T3, cub::GridEvenShare<T3>, T4, T6)","(58, 1, 1)","(256, 1, 1)",3.232e-06,DRAM,715248.0,1065472.0,0.6712968524747718,221301980198.0198,56800633663334.4,945425742574.08,1065472.0,64.0,14772277227.72,34.87,3232.0,2641398514.85,1894656.0,43008.0,256.0,58.0,0.14,2373762376.24,1238336.0,2048.0,8537.0,2641398514.85,0.0,0.0,0.0,168.0,0.0,715248.0,0.0,10752.0,0.0,0.0,0.0,5376.0,0.0,9.4,715248.0,0.0,0.0
Polyhedral,Slang-Cuda,FP32,NVIDIA RTX5080,polyhedral_slang_cuda,2,cub::DeviceReduceSingleTileKernel,"void cub::DeviceReduceSingleTileKernel<cub::policy_selector_from_types<Result, unsigned int, cuda::plus<Result>>, Result *, Result *, int, cuda::plus<Result>, Result, Result, cuda::identity>(T2, T3, T4, T5, T6, T8)","(1, 1, 1)","(256, 1, 1)",2.368e-06,DRAM,2760.0,28160.0,0.09801136363636363,1165540540.5405405,55830486486405.125,940972972972.8,28160.0,64.0,14702702702.7,1.26,2368.0,2596283783.78,7552.0,43008.0,256.0,1.0,0.0,2320945945.95,172928.0,2048.0,6148.0,2596283783.78,0.0,0.0,0.0,168.0,0.0,2760.0,0.0,10752.0,0.0,0.0,0.0,5376.0,0.0,0.22,2760.0,0.0,0.0
