file,dialect,loc,sloc,comment_lines,blank_lines,distinct_operators,distinct_operands,total_operators,total_operands,vocabulary,length,calculated_length,volume,difficulty,effort,time_seconds,delivered_bugs,program_level,language_level,dialect_distinct_operators,dialect_total_operators,dialect_distinct_operands,dialect_total_operands
src/polyhedralGravity/vulkan/shader/init.comp,glsl,54,41,0,13,30,44,195,133,74,328,387.42170908829667,2036.7007039262955,45.34090909090909,92345.86146211272,5130.32563678404,0.6789002346420985,0.02205513784461153,0.9907105012660243,13,40,0,0
src/polyhedralGravity/webgpu/impl_webgpu.cpp,webgpu,371,272,7,92,113,165,1132,757,278,1889,1986.123388103476,15336.679686374704,259.2151515151515,3975499.7486429648,220861.09714683137,5.112226562124901,0.0038577991840170215,0.22824989216021363,67,84,0,0
src/polyhedralGravity/webgpu/shader/shader_eval.wgsl,wgsl,294,238,0,56,56,110,1314,891,166,2205,1071.1614441229383,16261.961946119969,226.79999999999998,3688212.9693800085,204900.7205211116,5.4206539820399895,0.004409171075837743,0.31614538028750544,24,180,0,0
src/polyhedralGravity/webgpu/shader/shader_init.wgsl,wgsl,50,38,0,12,37,31,309,162,68,471,346.32986015026427,2867.1949982289098,96.6774193548387,277193.01321587234,15399.61184532624,0.9557316660763032,0.010343677010343678,0.30676593547145,20,85,0,0
src/vectorAdditon/VectorAddition.h,cpp,115,71,26,18,51,72,223,156,123,379,733.5282925443927,2631.212997523572,55.24999999999999,145374.51811317733,8076.36211739874,0.877070999174524,0.01809954751131222,0.8619685911504098,0,0,0,0
src/vectorAdditon/acpp/Impl_AdaptiveCpp.cpp,sycl,67,53,2,12,47,62,260,152,109,412,630.2258472728352,2788.4919418080935,57.612903225806456,160653.11638933083,8925.173132740601,0.9294973139360312,0.017357222844344905,0.8400978482879714,12,15,0,0
src/vectorAdditon/alpaka/Impl_Alpaka.cpp,alpaka,140,93,21,26,66,88,442,240,154,682,967.3599943177401,4955.948420753923,90.0,446035.357867853,24779.74210376961,1.6519828069179743,0.011111111111111112,0.6118454840436942,26,41,0,0
src/vectorAdditon/boost/Impl_Boost.cpp,boost_compute,67,55,0,12,43,63,270,166,106,436,609.898019632685,2933.3733181895545,56.65079365079365,166177.92654950032,9232.107030527795,0.9777911060631849,0.017652003362286353,0.9140192456032374,9,16,0,0
src/vectorAdditon/cpp/Impl_Cpp.cpp,stdpar,43,37,0,6,32,52,170,107,84,277,456.42286534333675,1770.6719261097167,32.92307692307692,58295.96802884297,3238.6648904912763,0.5902239753699056,0.030373831775700938,1.6335681910676816,0,0,0,0
src/vectorAdditon/cuda/Impl_ChunkedCuda.cu,cuda,170,94,61,15,58,48,433,258,106,691,607.8410977520147,4648.99303410317,155.875,724661.7891908317,40258.988288379536,1.5496643447010567,0.006415396952686447,0.19134008496581237,22,36,0,0
src/vectorAdditon/cuda/Impl_Cublas.cu,cuda,56,47,0,9,42,30,228,114,72,342,373.6840496249635,2110.1143504932706,79.8,168387.125169363,9354.840287186833,0.7033714501644236,0.012531328320802006,0.3313600967477075,14,23,0,0
src/vectorAdditon/cuda/Impl_Cuda.cu,cuda,73,58,4,11,51,34,252,132,85,384,462.26742904305775,2461.2061194768776,99.0,243659.40582821087,13536.633657122826,0.8204020398256259,0.010101010101010102,0.25111785730811936,20,28,0,0
src/vectorAdditon/cuda/Impl_NvhpcStd.cpp,stdpar,40,35,0,5,33,50,159,98,83,257,448.6578154275652,1638.3851338561597,32.339999999999996,52985.3752289082,2943.6319571615663,0.5461283779520533,0.03092145949288807,1.5665200850427718,1,1,0,0
src/vectorAdditon/cuda/Impl_Thrust.cu,cuda+thrust,32,28,0,4,28,35,162,92,63,254,314.1308434106867,1518.2291005689788,36.8,55870.83090093842,3103.935050052134,0.5060763668563263,0.027173913043478264,1.1210930858407513,5,7,0,0
src/vectorAdditon/cuda/Implementations.cuh,cuda,50,44,0,6,25,24,173,91,49,264,226.13550476167586,1482.283398846415,47.39583333333333,70254.05692449154,3903.003162471752,0.4940944662821383,0.021098901098901102,0.6598586549338759,2,3,0,0
src/vectorAdditon/cuda/main.cpp,cpp,56,28,21,7,15,31,86,70,46,156,212.18344455612092,861.6756651448941,16.935483870967744,14592.894329066756,810.7163516148198,0.2872252217149647,0.05904761904761904,3.0043367408770725,0,0,0,0
src/vectorAdditon/hip/Impl_Hip.hip,hip,95,81,1,13,60,57,366,193,117,559,686.8881665439014,3840.533878247123,101.57894736842105,390117.3886851025,21673.188260283474,1.2801779594157077,0.009844559585492229,0.3722066981790683,21,29,0,0
src/vectorAdditon/kokkos/Impl_Kokkos.cpp,kokkos,61,51,1,9,39,58,235,140,97,375,545.8935842530268,2474.967315820173,47.06896551724138,116494.15124463919,6471.897291368844,0.8249891052733911,0.021245421245421246,1.1171208590507136,8,15,0,0
src/vectorAdditon/metal/Impl_Metal.cpp,metal,168,102,44,22,46,99,395,244,145,639,910.3901553665039,4587.961908519543,56.686868686868685,260077.19424860275,14448.733013811265,1.5293206361731808,0.017640769779044906,1.4277588735814066,9,21,0,0
src/vectorAdditon/openacc/Impl_OpenACC.cpp,openacc,58,48,2,8,45,62,214,141,107,355,616.2935605788216,2393.220780172407,51.16935483870968,122459.56330801551,6803.309072667528,0.797740260057469,0.01954294720252167,0.9140351192293139,12,18,5,9
src/vectorAdditon/opencl/Impl_OpenCL.cpp,opencl,111,89,5,17,75,82,466,240,157,706,988.4806661658739,5150.002248717488,109.7560975609756,565244.1492494805,31402.452736082247,1.7166674162391629,0.009111111111111111,0.42751376691822707,35,60,0,0
src/vectorAdditon/opencl/VectorAddition.cl,opencl,4,4,0,0,14,7,25,15,21,40,72.95445336320968,175.69269691115042,15.0,2635.390453667256,146.410580759292,0.05856423230371681,0.06666666666666667,0.7808564307162241,3,5,0,0
src/vectorAdditon/openmp/Impl_OpenMP.cpp,openmp,50,45,0,5,43,57,207,134,100,341,565.8041152595804,2265.554960713181,50.54385964912281,114509.89196166096,6361.66066453672,0.7551849869043937,0.019784796945505032,0.8868247335632555,11,19,5,9
src/vectorAdditon/raja/Impl_Raja.cpp,raja,80,68,0,12,54,66,319,185,120,504,709.6939369944853,3481.0728601866936,75.68181818181819,263453.9232823111,14636.329071239506,1.1603576200622312,0.013213213213213212,0.6077570414848577,16,17,0,0
src/vectorAdditon/slang/Impl_SlangCuda.cu,cuda,100,81,0,19,50,86,353,233,136,586,834.8515783931166,4153.253224972698,67.73255813953489,281310.4655286741,15628.359196037449,1.384417741657566,0.014763948497854076,0.9053019463065615,15,21,0,0
src/vectorAdditon/slang/Impl_SlangVulkan.cpp,cpp,75,60,0,15,40,88,295,211,128,506,781.3071062355767,3542.0,47.95454545454546,169855.00000000003,9436.38888888889,1.1806666666666668,0.020853080568720376,1.5402421329260345,0,0,0,0
src/vectorAdditon/slang/VectorAdditionShader.slang,vulkan+slang,25,21,0,4,26,21,69,43,47,112,214.45009855002235,622.1139513878954,26.619047619047617,16560.080896468262,920.0044942482368,0.2073713171292985,0.03756708407871199,0.8779805894184348,9,12,0,0
src/vectorAdditon/stdpar/Impl_Stdpar.cpp,stdpar,44,38,0,6,33,53,176,111,86,287,470.04479003067854,1844.337984599502,34.55660377358491,63734.05695837714,3540.7809421320635,0.614779328199834,0.028938028938028933,1.5444661842215979,1,1,0,0
src/vectorAdditon/vulkan/Impl_Vulkan.cpp,vulkan,82,68,0,14,40,96,303,219,136,522,845.0335238647256,3699.655603132677,45.625,168796.7868929284,9377.599271829355,1.233218534377559,0.021917808219178082,1.7772787284705673,0,0,0,0
src/vectorAdditon/vulkan/VectorAdditionShader.comp,glsl,22,17,0,5,32,20,90,34,52,124,246.43856189774726,706.8545250494954,27.2,19226.44308134627,1068.1357267414596,0.23561817501649845,0.03676470588235294,0.9554153939358447,16,30,0,0
